asin,sku,platform,date,organic_sales,paid_sales,total_sales,units_sold,cost_per_unit,selling_price,margin_per_unit,inventory_value,days_of_supply
BPVS7HZIO,SKU-00031,amazon,2025-06-05 13:02:28.163485,73.79,84.15,157.94,2,38.54,78.97,40.43,7692.5,76
BYKL1CQ99,SKU-00032,amazon,2025-06-05 13:02:28.163485,15.38,28.22,43.6,1,16.33,43.6,27.28,1167.45,65
BCHJ755NF,SKU-00033,walmart,2025-06-05 13:02:28.163485,16.12,10.89,27.01,1,12.19,27.01,14.82,2329.97,16
B4ZW9XA3K,SKU-00034,amazon,2025-06-05 13:02:28.163485,33.44,19.73,53.16,2,18.15,26.58,8.43,3045.52,82
BX7EEDTJV,SKU-00035,walmart,2025-06-05 13:02:28.163485,56.36,32.34,88.7,5,7.02,17.74,10.72,575.89,33
BZHWJR64D,SKU-00036,walmart,2025-06-05 13:02:28.163485,59.71,19.1,78.81,2,18.84,39.4,20.57,1939.8,65
BPJA1WJ0T,SKU-00037,walmart,2025-06-05 13:02:28.163485,78.28,43.27,121.55,1,44.21,121.55,77.34,8180.34,70
BPAC56T4U,SKU-00038,amazon,2025-06-05 13:02:28.163485,68.93,39.64,108.57,4,10.48,27.14,16.66,2055.33,28
BFEL6246H,SKU-00039,amazon,2025-06-05 13:02:28.163485,52.89,22.2,75.09,1,35.28,75.09,39.81,2375.83,61
BID25OWF7,SKU-00040,walmart,2025-06-05 13:02:28.163485,161.56,58.0,219.56,7,9.98,31.37,21.38,1073.48,35
B5935A0L7,SKU-00041,amazon,2025-06-05 13:02:28.163485,83.54,27.16,110.7,1,76.68,110.7,34.02,9664.53,41
B253J2D54,SKU-00042,amazon,2025-06-05 13:02:28.163485,28.5,13.12,41.62,0,21.25,41.62,20.37,4069.7,16
BI3QK2IAG,SKU-00043,amazon,2025-06-05 13:02:28.163485,40.08,8.89,48.97,0,19.1,48.97,29.87,1019.68,61
BL58KXO9T,SKU-00044,walmart,2025-06-05 13:02:28.163485,27.28,24.89,52.17,1,29.8,52.17,22.37,3429.55,46
B7E8G8JDP,SKU-00045,amazon,2025-06-05 13:02:28.163485,30.46,18.43,48.9,0,18.48,48.9,30.42,3520.94,80
B0LVSNUJZ,SKU-00046,amazon,2025-06-05 13:02:28.163485,101.71,48.36,150.08,4,16.65,37.52,20.87,2796.84,88
BA7TZ0YNC,SKU-00047,amazon,2025-06-05 13:02:28.163485,117.78,86.9,204.68,8,10.27,25.59,15.31,1909.32,47
BXLL4ZKLO,SKU-00048,amazon,2025-06-05 13:02:28.163485,50.37,34.02,84.39,1,42.66,84.39,41.73,8075.93,80
BOKEP7Y6W,SKU-00049,walmart,2025-06-05 13:02:28.163485,51.12,59.55,110.68,2,27.12,55.34,28.22,2604.58,43
BKTAKPUXQ,SKU-00050,amazon,2025-06-05 13:02:28.163485,25.51,28.86,54.36,3,11.83,18.12,6.29,718.75,29
BXAJI0Y6D,SKU-00001,amazon,2025-06-06 13:02:28.163485,70.6,5.65,76.25,1,27.58,76.25,48.67,1872.13,75
BPBHSAHXT,SKU-00002,amazon,2025-06-06 13:02:28.163485,185.93,167.95,353.88,6,36.48,58.98,22.5,2571.05,25
BHV3A3ZMF,SKU-00003,amazon,2025-06-06 13:02:28.163485,102.93,58.01,160.94,2,40.41,80.47,40.06,3985.35,71
B8MDD4V30,SKU-00004,amazon,2025-06-06 13:02:28.163485,102.64,8.62,111.26,2,27.24,55.63,28.39,3117.16,69
BT9NT3W5U,SKU-00005,walmart,2025-06-06 13:02:28.163485,42.18,15.71,57.89,0,31.44,57.89,26.44,4381.49,52
BZBIKCIDK,SKU-00006,walmart,2025-06-06 13:02:28.163485,67.85,11.78,79.62,1,39.51,79.62,40.12,4388.77,34
BWNNHJ7XV,SKU-00007,amazon,2025-06-06 13:02:28.163485,55.4,41.84,97.24,1,63.25,97.24,33.99,10734.97,15
BG0FN9XUY,SKU-00008,walmart,2025-06-06 13:02:28.163485,25.92,15.46,41.38,1,13.84,41.38,27.54,1787.5,32
B41IBLJH7,SKU-00009,amazon,2025-06-06 13:02:28.163485,93.51,66.09,159.6,2,28.14,79.8,51.66,4978.87,23
B5LXO6QJI,SKU-00010,walmart,2025-06-06 13:02:28.163485,18.27,2.66,20.94,0,12.35,20.94,8.59,1621.48,17
BUJV6OH9S,SKU-00011,walmart,2025-06-06 13:02:28.163485,103.14,69.97,173.11,4,22.09,43.28,21.19,2893.91,32
BDBDW2PCN,SKU-00012,walmart,2025-06-06 13:02:28.163485,34.22,47.85,82.07,1,29.72,82.07,52.35,3169.79,47
B9T84AZYT,SKU-00013,amazon,2025-06-06 13:02:28.163485,37.27,10.41,47.67,1,16.05,47.67,31.62,1925.39,70
BJXEPQ85J,SKU-00014,amazon,2025-06-06 13:02:28.163485,19.72,2.6,22.32,0,10.16,22.32,12.16,1706.68,77
BSG65KXVF,SKU-00015,walmart,2025-06-06 13:02:28.163485,114.31,20.43,134.73,1,57.98,134.73,76.75,9527.72,41
B1T2TALA7,SKU-00016,walmart,2025-06-06 13:02:28.163485,86.16,49.87,136.03,3,28.05,45.34,17.29,4306.04,56
B53LC58DR,SKU-00017,amazon,2025-06-06 13:02:28.163485,74.91,23.57,98.49,1,52.6,98.49,45.88,3153.19,35
BC11ERTJ5,SKU-00018,walmart,2025-06-06 13:02:28.163485,8.26,7.75,16.01,0,9.44,16.01,6.57,926.92,60
BPHT0HL9X,SKU-00019,walmart,2025-06-06 13:02:28.163485,25.98,13.6,39.58,0,13.65,39.58,25.93,2056.5,26
BPSEIMVIH,SKU-00020,amazon,2025-06-06 13:02:28.163485,126.84,29.75,156.59,6,9.81,26.1,16.29,845.82,17
BCWI64CIY,SKU-00021,walmart,2025-06-06 13:02:28.163485,17.44,8.91,26.35,1,10.62,26.35,15.72,1156.61,25
BHE7UR23G,SKU-00022,amazon,2025-06-06 13:02:28.163485,17.04,5.31,22.36,0,11.67,22.36,10.69,749.26,80
BDPPQ0Y9D,SKU-00023,amazon,2025-06-06 13:02:28.163485,8.38,1.14,9.52,0,3.37,9.52,6.15,239.82,53
BOM5IGQPK,SKU-00024,walmart,2025-06-06 13:02:28.163485,46.25,18.44,64.69,1,33.56,64.69,31.14,6546.59,31
BI7P5TB94,SKU-00025,amazon,2025-06-06 13:02:28.163485,239.01,158.28,397.29,5,52.24,79.46,27.22,6108.18,69
B874FRHOC,SKU-00026,amazon,2025-06-06 13:02:28.163485,43.66,13.37,57.03,2,19.12,28.52,9.4,1101.62,41
BN9J2QP89,SKU-00027,amazon,2025-06-06 13:02:28.163485,12.88,11.86,24.73,0,12.47,24.73,12.27,1451.56,16
BUZFK8UT0,SKU-00028,amazon,2025-06-06 13:02:28.163485,27.02,16.63,43.65,0,14.68,43.65,28.97,1646.69,68
BCVS4F8CG,SKU-00029,amazon,2025-06-06 13:02:28.163485,28.69,11.24,39.93,2,8.42,19.97,11.55,1646.67,72
BVYIE6IVW,SKU-00030,amazon,2025-06-06 13:02:28.163485,75.09,128.07,203.16,7,19.52,29.02,9.51,1100.79,31
BPVS7HZIO,SKU-00031,amazon,2025-06-06 13:02:28.163485,225.93,67.09,293.02,7,27.96,41.86,13.9,4103.39,56
BYKL1CQ99,SKU-00032,amazon,2025-06-06 13:02:28.163485,22.11,4.07,26.18,1,13.92,26.18,12.26,2069.61,34
BCHJ755NF,SKU-00033,amazon,2025-06-06 13:02:28.163485,101.87,21.45,123.32,2,37.69,61.66,23.97,2482.88,15
B4ZW9XA3K,SKU-00034,amazon,2025-06-06 13:02:28.163485,74.92,3.7,78.63,1,47.26,78.63,31.37,5685.4,49
BX7EEDTJV,SKU-00035,amazon,2025-06-06 13:02:28.163485,190.58,73.82,264.4,4,33.16,66.1,32.94,6485.66,50
BZHWJR64D,SKU-00036,amazon,2025-06-06 13:02:28.163485,57.87,28.92,86.79,1,50.22,86.79,36.57,5577.57,73
BPJA1WJ0T,SKU-00037,walmart,2025-06-06 13:02:28.163485,77.96,26.29,104.25,1,50.77,104.25,53.48,8929.07,41
BPAC56T4U,SKU-00038,amazon,2025-06-06 13:02:28.163485,30.8,18.93,49.73,1,16.55,49.73,33.18,1309.09,70
BFEL6246H,SKU-00039,amazon,2025-06-06 13:02:28.163485,142.58,41.08,183.66,8,7.63,22.96,15.33,718.38,86
BID25OWF7,SKU-00040,amazon,2025-06-06 13:02:28.163485,37.45,4.86,42.31,0,16.64,42.31,25.67,2731.03,29
B5935A0L7,SKU-00041,walmart,2025-06-06 13:02:28.163485,38.69,20.5,59.2,1,27.62,59.2,31.58,3863.62,65
B253J2D54,SKU-00042,amazon,2025-06-06 13:02:28.163485,59.33,41.3,100.62,1,36.74,100.62,63.88,6194.52,30
BI3QK2IAG,SKU-00043,walmart,2025-06-06 13:02:28.163485,82.85,31.13,113.98,1,58.16,113.98,55.83,9893.16,69
BL58KXO9T,SKU-00044,walmart,2025-06-06 13:02:28.163485,55.06,54.33,109.39,1,43.62,109.39,65.78,4759.27,86
B7E8G8JDP,SKU-00045,walmart,2025-06-06 13:02:28.163485,80.4,16.84,97.24,2,32.66,48.62,15.96,3842.81,54
B0LVSNUJZ,SKU-00046,amazon,2025-06-06 13:02:28.163485,33.1,10.21,43.31,0,20.96,43.31,22.35,3943.78,46
BA7TZ0YNC,SKU-00047,amazon,2025-06-06 13:02:28.163485,35.97,16.04,52.01,1,31.47,52.01,20.55,4681.39,15
BXLL4ZKLO,SKU-00048,walmart,2025-06-06 13:02:28.163485,14.46,3.4,17.87,0,6.2,17.87,11.67,1007.98,62
BOKEP7Y6W,SKU-00049,walmart,2025-06-06 13:02:28.163485,70.72,16.36,87.08,1,59.76,87.08,27.32,10611.18,47
BKTAKPUXQ,SKU-00050,amazon,2025-06-06 13:02:28.163485,57.12,18.52,75.64,1,28.22,75.64,47.42,5050.34,17
BXAJI0Y6D,SKU-00001,walmart,2025-06-07 13:02:28.163485,45.8,16.65,62.45,0,34.37,62.45,28.08,4132.58,27
BPBHSAHXT,SKU-00002,walmart,2025-06-07 13:02:28.163485,118.2,84.23,202.43,2,33.72,101.21,67.49,2326.77,65
BHV3A3ZMF,SKU-00003,walmart,2025-06-07 13:02:28.163485,96.51,29.19,125.7,2,24.17,62.85,38.68,1291.45,89
B8MDD4V30,SKU-00004,walmart,2025-06-07 13:02:28.163485,215.69,63.39,279.08,5,18.02,55.82,37.79,3051.74,15
BT9NT3W5U,SKU-00005,amazon,2025-06-07 13:02:28.163485,89.07,58.97,148.04,5,14.95,29.61,14.65,2638.3,84
BZBIKCIDK,SKU-00006,walmart,2025-06-07 13:02:28.163485,6.64,14.29,20.93,0,12.54,20.93,8.39,1421.11,52
BWNNHJ7XV,SKU-00007,walmart,2025-06-07 13:02:28.163485,14.06,13.65,27.71,0,11.43,27.71,16.28,1694.38,85
BG0FN9XUY,SKU-00008,amazon,2025-06-07 13:02:28.163485,73.17,18.1,91.27,1,63.67,91.27,27.6,3522.46,27
B41IBLJH7,SKU-00009,walmart,2025-06-07 13:02:28.163485,14.08,5.55,19.63,0,6.22,19.63,13.42,698.06,27
B5LXO6QJI,SKU-00010,walmart,2025-06-07 13:02:28.163485,22.12,6.95,29.06,0,15.54,29.06,13.52,1126.71,67
BUJV6OH9S,SKU-00011,walmart,2025-06-07 13:02:28.163485,174.76,48.55,223.31,7,15.86,31.9,16.04,879.92,33
BDBDW2PCN,SKU-00012,walmart,2025-06-07 13:02:28.163485,46.98,17.7,64.69,2,17.3,32.34,15.04,3156.77,36
B9T84AZYT,SKU-00013,amazon,2025-06-07 13:02:28.163485,3.8,1.32,5.12,0,3.48,5.12,1.64,232.01,90
BJXEPQ85J,SKU-00014,amazon,2025-06-07 13:02:28.163485,52.86,25.04,77.9,1,39.86,77.9,38.04,7638.64,52
BSG65KXVF,SKU-00015,amazon,2025-06-07 13:02:28.163485,40.88,4.41,45.29,0,16.66,45.29,28.63,907.18,30
B1T2TALA7,SKU-00016,walmart,2025-06-07 13:02:28.163485,100.27,62.43,162.7,4,22.86,40.68,17.82,4252.98,15
B53LC58DR,SKU-00017,walmart,2025-06-07 13:02:28.163485,94.12,29.14,123.26,2,38.56,61.63,23.07,5549.03,17
BC11ERTJ5,SKU-00018,walmart,2025-06-07 13:02:28.163485,35.11,35.6,70.71,1,40.88,70.71,29.83,6354.36,88
BPHT0HL9X,SKU-00019,walmart,2025-06-07 13:02:28.163485,97.32,10.48,107.8,3,15.27,35.93,20.66,1149.47,27
BPSEIMVIH,SKU-00020,amazon,2025-06-07 13:02:28.163485,110.19,39.94,150.13,4,12.99,37.53,24.55,1235.94,30
BCWI64CIY,SKU-00021,walmart,2025-06-07 13:02:28.163485,46.13,23.19,69.32,1,27.86,69.32,41.46,1948.17,35
BHE7UR23G,SKU-00022,walmart,2025-06-07 13:02:28.163485,54.89,3.78,58.67,0,30.12,58.67,28.55,4522.33,62
BDPPQ0Y9D,SKU-00023,amazon,2025-06-07 13:02:28.163485,85.81,39.83,125.64,2,18.93,62.82,43.89,3695.7,46
BOM5IGQPK,SKU-00024,amazon,2025-06-07 13:02:28.163485,98.11,75.23,173.34,6,9.94,28.89,18.95,1559.43,32
BI7P5TB94,SKU-00025,amazon,2025-06-07 13:02:28.163485,12.25,3.08,15.33,0,6.19,15.33,9.14,1165.05,56
B874FRHOC,SKU-00026,amazon,2025-06-07 13:02:28.163485,68.48,8.25,76.74,1,28.94,76.74,47.79,5428.32,73
BN9J2QP89,SKU-00027,walmart,2025-06-07 13:02:28.163485,97.21,37.49,134.7,2,29.42,67.35,37.93,2610.49,53
BUZFK8UT0,SKU-00028,amazon,2025-06-07 13:02:28.163485,49.06,29.86,78.92,1,29.26,78.92,49.66,2567.44,59
BCVS4F8CG,SKU-00029,walmart,2025-06-07 13:02:28.163485,90.66,15.68,106.34,2,21.42,53.17,31.75,3437.57,22
BVYIE6IVW,SKU-00030,walmart,2025-06-07 13:02:28.163485,145.27,22.21,167.48,3,21.41,55.83,34.41,1519.54,78
BPVS7HZIO,SKU-00031,walmart,2025-06-07 13:02:28.163485,50.85,14.57,65.42,2,19.71,32.71,13.01,2958.14,37
BYKL1CQ99,SKU-00032,walmart,2025-06-07 13:02:28.163485,138.62,61.06,199.68,2,54.67,99.84,45.17,8558.51,40
BCHJ755NF,SKU-00033,walmart,2025-06-07 13:02:28.163485,46.11,16.25,62.36,1,33.05,62.36,29.31,2887.53,20
B4ZW9XA3K,SKU-00034,amazon,2025-06-07 13:02:28.163485,63.48,28.87,92.35,3,16.94,30.78,13.84,2630.84,26
BX7EEDTJV,SKU-00035,amazon,2025-06-07 13:02:28.163485,21.89,4.71,26.6,0,8.49,26.6,18.11,890.19,57
BZHWJR64D,SKU-00036,amazon,2025-06-07 13:02:28.163485,23.7,11.11,34.81,1,16.4,34.81,18.41,1171.91,56
BPJA1WJ0T,SKU-00037,walmart,2025-06-07 13:02:28.163485,170.75,62.45,233.2,4,39.8,58.3,18.5,5863.04,79
BPAC56T4U,SKU-00038,walmart,2025-06-07 13:02:28.163485,45.01,55.08,100.09,5,11.5,20.02,8.52,1436.26,38
BFEL6246H,SKU-00039,walmart,2025-06-07 13:02:28.163485,187.26,49.11,236.38,3,24.86,78.79,53.94,4253.97,72
BID25OWF7,SKU-00040,amazon,2025-06-07 13:02:28.163485,68.73,53.35,122.08,2,22.67,61.04,38.36,3657.01,66
B5935A0L7,SKU-00041,amazon,2025-06-07 13:02:28.163485,65.27,15.84,81.1,1,31.81,81.1,49.29,3883.69,43
B253J2D54,SKU-00042,amazon,2025-06-07 13:02:28.163485,51.57,45.27,96.84,3,19.91,32.28,12.37,3854.78,71
BI3QK2IAG,SKU-00043,walmart,2025-06-07 13:02:28.163485,72.12,15.94,88.05,1,53.85,88.05,34.2,9095.9,83
BL58KXO9T,SKU-00044,amazon,2025-06-07 13:02:28.163485,68.67,18.23,86.9,1,50.07,86.9,36.83,9929.47,45
B7E8G8JDP,SKU-00045,amazon,2025-06-07 13:02:28.163485,128.58,41.08,169.65,3,38.57,56.55,17.99,2386.89,47
B0LVSNUJZ,SKU-00046,walmart,2025-06-07 13:02:28.163485,37.49,10.82,48.31,0,33.04,48.31,15.28,3059.66,83
BA7TZ0YNC,SKU-00047,amazon,2025-06-07 13:02:28.163485,79.84,6.33,86.17,1,32.44,86.17,53.73,1818.0,90
BXLL4ZKLO,SKU-00048,walmart,2025-06-07 13:02:28.163485,87.8,18.22,106.02,2,23.61,53.01,29.39,1454.89,30
BOKEP7Y6W,SKU-00049,walmart,2025-06-07 13:02:28.163485,52.92,13.19,66.11,1,32.38,66.11,33.73,4552.17,23
BKTAKPUXQ,SKU-00050,walmart,2025-06-07 13:02:28.163485,27.64,15.01,42.65,1,27.61,42.65,15.05,4943.85,31
BXAJI0Y6D,SKU-00001,amazon,2025-06-08 13:02:28.163485,12.13,4.17,16.3,0,7.5,16.3,8.8,505.84,43
BPBHSAHXT,SKU-00002,walmart,2025-06-08 13:02:28.163485,55.38,14.16,69.54,0,34.23,69.54,35.31,3543.92,57
BHV3A3ZMF,SKU-00003,walmart,2025-06-08 13:02:28.163485,104.2,36.48,140.68,1,56.2,140.68,84.49,6369.03,61
B8MDD4V30,SKU-00004,amazon,2025-06-08 13:02:28.163485,125.0,36.58,161.58,2,42.26,80.79,38.53,8312.7,20
BT9NT3W5U,SKU-00005,walmart,2025-06-08 13:02:28.163485,34.33,22.37,56.7,1,30.23,56.7,26.47,4735.98,60
BZBIKCIDK,SKU-00006,walmart,2025-06-08 13:02:28.163485,80.74,14.21,94.94,3,10.48,31.65,21.16,1355.65,71
BWNNHJ7XV,SKU-00007,walmart,2025-06-08 13:02:28.163485,30.31,15.28,45.58,1,30.58,45.58,15.0,3524.56,71
BG0FN9XUY,SKU-00008,walmart,2025-06-08 13:02:28.163485,64.19,53.08,117.27,4,10.52,29.32,18.79,953.2,26
B41IBLJH7,SKU-00009,amazon,2025-06-08 13:02:28.163485,14.23,9.13,23.36,0,8.12,23.36,15.24,1491.82,39
B5LXO6QJI,SKU-00010,walmart,2025-06-08 13:02:28.163485,165.37,28.89,194.26,8,9.54,24.28,14.75,1526.97,90
BUJV6OH9S,SKU-00011,amazon,2025-06-08 13:02:28.163485,69.78,18.53,88.32,3,9.99,29.44,19.45,1698.1,17
BDBDW2PCN,SKU-00012,walmart,2025-06-08 13:02:28.163485,59.03,35.99,95.02,2,29.46,47.51,18.05,4957.91,57
B9T84AZYT,SKU-00013,walmart,2025-06-08 13:02:28.163485,130.38,32.05,162.43,6,9.26,27.07,17.81,1499.19,67
BJXEPQ85J,SKU-00014,amazon,2025-06-08 13:02:28.163485,140.52,18.68,159.2,2,32.73,79.6,46.87,6081.12,71
BSG65KXVF,SKU-00015,walmart,2025-06-08 13:02:28.163485,45.53,23.24,68.77,1,28.48,68.77,40.29,3119.65,56
B1T2TALA7,SKU-00016,amazon,2025-06-08 13:02:28.163485,76.27,45.07,121.34,1,74.49,121.34,46.85,9145.57,26
B53LC58DR,SKU-00017,walmart,2025-06-08 13:02:28.163485,25.98,2.24,28.22,0,9.05,28.22,19.18,937.13,15
BC11ERTJ5,SKU-00018,walmart,2025-06-08 13:02:28.163485,69.57,63.04,132.61,2,28.1,66.31,38.2,1671.47,82
BPHT0HL9X,SKU-00019,walmart,2025-06-08 13:02:28.163485,169.93,55.57,225.5,9,16.54,25.06,8.52,1136.57,19
BPSEIMVIH,SKU-00020,amazon,2025-06-08 13:02:28.163485,35.03,8.82,43.85,0,27.96,43.85,15.89,3105.03,59
BCWI64CIY,SKU-00021,amazon,2025-06-08 13:02:28.163485,63.43,35.1,98.53,2,21.85,49.26,27.41,1823.75,38
BHE7UR23G,SKU-00022,amazon,2025-06-08 13:02:28.163485,37.58,9.52,47.1,2,12.66,23.55,10.89,691.11,41
BDPPQ0Y9D,SKU-00023,amazon,2025-06-08 13:02:28.163485,92.32,59.05,151.37,3,16.7,50.46,33.75,2877.44,63
BOM5IGQPK,SKU-00024,walmart,2025-06-08 13:02:28.163485,40.49,46.84,87.33,1,58.06,87.33,29.27,7176.89,22
BI7P5TB94,SKU-00025,amazon,2025-06-08 13:02:28.163485,29.12,18.67,47.79,1,28.45,47.79,19.34,1441.95,80
B874FRHOC,SKU-00026,amazon,2025-06-08 13:02:28.163485,29.66,23.74,53.4,1,27.31,53.4,26.09,1802.59,49
BN9J2QP89,SKU-00027,walmart,2025-06-08 13:02:28.163485,155.18,45.02,200.2,8,8.22,25.03,16.81,1461.17,70
BUZFK8UT0,SKU-00028,amazon,2025-06-08 13:02:28.163485,11.78,14.04,25.82,0,10.58,25.82,15.24,846.95,31
BCVS4F8CG,SKU-00029,amazon,2025-06-08 13:02:28.163485,1.27,1.23,2.5,0,1.56,2.5,0.94,127.46,15
BVYIE6IVW,SKU-00030,walmart,2025-06-08 13:02:28.163485,84.58,29.98,114.56,2,28.87,57.28,28.41,4640.77,50
BPVS7HZIO,SKU-00031,walmart,2025-06-08 13:02:28.163485,75.66,13.57,89.23,1,54.22,89.23,35.01,9715.57,28
BYKL1CQ99,SKU-00032,amazon,2025-06-08 13:02:28.163485,46.01,30.32,76.33,2,15.28,38.16,22.88,2873.82,46
BCHJ755NF,SKU-00033,walmart,2025-06-08 13:02:28.163485,47.47,27.1,74.57,3,10.37,24.86,14.49,713.24,88
B4ZW9XA3K,SKU-00034,amazon,2025-06-08 13:02:28.163485,24.96,12.23,37.19,1,22.12,37.19,15.07,2176.61,74
BX7EEDTJV,SKU-00035,amazon,2025-06-08 13:02:28.163485,39.18,4.0,43.19,0,20.2,43.19,22.99,2145.82,57
BZHWJR64D,SKU-00036,walmart,2025-06-08 13:02:28.163485,35.35,20.85,56.2,2,14.68,28.1,13.42,2602.98,21
BPJA1WJ0T,SKU-00037,amazon,2025-06-08 13:02:28.163485,126.13,42.9,169.03,8,14.16,21.13,6.97,2801.07,42
BPAC56T4U,SKU-00038,walmart,2025-06-08 13:02:28.163485,145.67,49.71,195.38,3,37.26,65.13,27.86,7376.86,84
BFEL6246H,SKU-00039,walmart,2025-06-08 13:02:28.163485,146.36,64.85,211.21,3,41.87,70.4,28.53,7179.52,33
BID25OWF7,SKU-00040,walmart,2025-06-08 13:02:28.163485,15.09,4.06,19.15,1,6.09,19.15,13.07,453.53,86
B5935A0L7,SKU-00041,walmart,2025-06-08 13:02:28.163485,166.1,23.44,189.54,4,31.74,47.38,15.65,3304.34,80
B253J2D54,SKU-00042,amazon,2025-06-08 13:02:28.163485,33.92,11.78,45.7,2,10.4,22.85,12.45,738.74,84
BI3QK2IAG,SKU-00043,walmart,2025-06-08 13:02:28.163485,24.18,3.94,28.12,0,14.43,28.12,13.69,2543.55,45
BL58KXO9T,SKU-00044,walmart,2025-06-08 13:02:28.163485,36.46,7.45,43.91,1,26.32,43.91,17.59,1686.97,65
B7E8G8JDP,SKU-00045,amazon,2025-06-08 13:02:28.163485,33.6,16.45,50.05,1,29.95,50.05,20.1,1809.96,21
B0LVSNUJZ,SKU-00046,amazon,2025-06-08 13:02:28.163485,79.58,71.44,151.02,2,30.79,75.51,44.72,5683.48,15
BA7TZ0YNC,SKU-00047,walmart,2025-06-08 13:02:28.163485,287.49,86.94,374.43,10,23.62,37.44,13.82,3098.94,45
BXLL4ZKLO,SKU-00048,walmart,2025-06-08 13:02:28.163485,29.46,34.38,63.84,2,10.61,31.92,21.31,622.35,90
BOKEP7Y6W,SKU-00049,walmart,2025-06-08 13:02:28.163485,47.63,22.0,69.63,2,24.02,34.81,10.8,2066.29,89
BKTAKPUXQ,SKU-00050,walmart,2025-06-08 13:02:28.163485,56.67,9.77,66.44,3,8.04,22.15,14.1,564.63,50
BXAJI0Y6D,SKU-00001,walmart,2025-06-09 13:02:28.163485,14.08,4.42,18.5,0,10.27,18.5,8.23,965.97,74
BPBHSAHXT,SKU-00002,walmart,2025-06-09 13:02:28.163485,41.04,10.02,51.06,0,28.94,51.06,22.12,4373.08,54
BHV3A3ZMF,SKU-00003,walmart,2025-06-09 13:02:28.163485,69.81,64.88,134.69,4,22.38,33.67,11.29,1362.04,29
B8MDD4V30,SKU-00004,amazon,2025-06-09 13:02:28.163485,30.09,61.34,91.43,2,20.52,45.72,25.19,2288.86,72
BT9NT3W5U,SKU-00005,walmart,2025-06-09 13:02:28.163485,68.43,53.16,121.6,1,45.98,121.6,75.62,8324.73,89
BZBIKCIDK,SKU-00006,amazon,2025-06-09 13:02:28.163485,96.29,50.78,147.07,2,35.33,73.53,38.2,1975.57,69
BWNNHJ7XV,SKU-00007,amazon,2025-06-09 13:02:28.163485,82.99,75.44,158.44,2,52.63,79.22,26.59,4365.18,64
BG0FN9XUY,SKU-00008,walmart,2025-06-09 13:02:28.163485,77.75,30.83,108.59,1,41.59,108.59,67.0,4167.48,51
B41IBLJH7,SKU-00009,amazon,2025-06-09 13:02:28.163485,22.35,3.99,26.35,0,9.71,26.35,16.64,1259.07,53
B5LXO6QJI,SKU-00010,walmart,2025-06-09 13:02:28.163485,122.22,27.72,149.95,3,28.14,49.98,21.84,3933.72,60
BUJV6OH9S,SKU-00011,amazon,2025-06-09 13:02:28.163485,103.71,46.57,150.28,3,31.78,50.09,18.31,6063.17,65
BDBDW2PCN,SKU-00012,amazon,2025-06-09 13:02:28.163485,87.31,96.13,183.44,3,25.87,61.15,35.28,2715.7,48
B9T84AZYT,SKU-00013,amazon,2025-06-09 13:02:28.163485,242.09,18.1,260.19,3,60.46,86.73,26.27,6276.52,58
BJXEPQ85J,SKU-00014,amazon,2025-06-09 13:02:28.163485,136.65,34.57,171.22,2,40.21,85.61,45.4,3597.36,81
BSG65KXVF,SKU-00015,walmart,2025-06-09 13:02:28.163485,23.2,36.01,59.21,2,11.94,29.61,17.66,1222.05,87
B1T2TALA7,SKU-00016,amazon,2025-06-09 13:02:28.163485,105.95,11.08,117.03,4,10.7,29.26,18.55,1479.72,74
B53LC58DR,SKU-00017,walmart,2025-06-09 13:02:28.163485,130.63,26.27,156.89,9,10.38,17.43,7.05,611.24,61
BC11ERTJ5,SKU-00018,walmart,2025-06-09 13:02:28.163485,9.79,8.61,18.4,0,11.78,18.4,6.62,1122.71,72
BPHT0HL9X,SKU-00019,amazon,2025-06-09 13:02:28.163485,37.11,15.1,52.22,0,32.57,52.22,19.65,2673.3,78
BPSEIMVIH,SKU-00020,walmart,2025-06-09 13:02:28.163485,45.31,62.83,108.14,2,18.78,54.07,35.29,2274.56,68
BCWI64CIY,SKU-00021,amazon,2025-06-09 13:02:28.163485,17.89,9.0,26.89,0,16.12,26.89,10.77,1235.97,63
BHE7UR23G,SKU-00022,walmart,2025-06-09 13:02:28.163485,129.67,79.18,208.86,13,6.65,16.07,9.41,1283.63,82
BDPPQ0Y9D,SKU-00023,walmart,2025-06-09 13:02:28.163485,64.71,1.5,66.21,2,19.79,33.11,13.32,2793.6,42
BOM5IGQPK,SKU-00024,walmart,2025-06-09 13:02:28.163485,13.82,2.58,16.4,0,8.65,16.4,7.75,740.41,19
BI7P5TB94,SKU-00025,walmart,2025-06-09 13:02:28.163485,11.55,9.33,20.87,0,8.28,20.87,12.59,849.11,41
B874FRHOC,SKU-00026,amazon,2025-06-09 13:02:28.163485,103.92,59.23,163.15,3,23.42,54.38,30.96,3930.8,71
BN9J2QP89,SKU-00027,amazon,2025-06-09 13:02:28.163485,68.19,13.27,81.46,1,53.39,81.46,28.07,7809.58,74
BUZFK8UT0,SKU-00028,walmart,2025-06-09 13:02:28.163485,73.79,27.78,101.57,2,35.02,50.78,15.76,6161.3,64
BCVS4F8CG,SKU-00029,amazon,2025-06-09 13:02:28.163485,130.6,41.75,172.35,3,19.75,57.45,37.7,2781.2,39
BVYIE6IVW,SKU-00030,walmart,2025-06-09 13:02:28.163485,42.66,24.14,66.81,1,36.84,66.81,29.96,3779.03,18
