asin,date,cost_of_goods_sold,platform_fees,fulfillment_fees,storage_fees,payment_terms_days,currency_rate,carrying_cost_rate
BN9J2QP89,2025-06-15 17:06:27.324910,60.28,11.46,14.57,1.09,14,0.9855,0.1528
BUZFK8UT0,2025-06-15 17:06:27.324910,25.35,7.27,6.35,1.24,30,1.0166,0.1705
BCVS4F8CG,2025-06-15 17:06:27.324910,49.26,15.68,15.48,1.17,30,1.0101,0.1511
BVYIE6IVW,2025-06-15 17:06:27.324910,78.2,14.71,17.21,1.12,14,0.996,0.1766
BPVS7HZIO,2025-06-15 17:06:27.324910,0.0,2.72,0.0,1.09,14,0.9997,0.1547
BYKL1CQ99,2025-06-15 17:06:27.324910,57.79,13.01,5.68,2.21,14,1.0039,0.1428
BCHJ755NF,2025-06-15 17:06:27.324910,19.9,5.01,6.81,1.29,14,1.0068,0.1359
B4ZW9XA3K,2025-06-15 17:06:27.324910,0.0,2.0,0.0,2.98,45,1.0201,0.1534
BX7EEDTJV,2025-06-15 17:06:27.324910,18.2,4.68,3.54,2.94,14,1.0266,0.1665
BZHWJR64D,2025-06-15 17:06:27.324910,0.0,2.65,0.0,2.43,30,0.9981,0.1673
BPJA1WJ0T,2025-06-15 17:06:27.324910,112.86,32.53,47.35,1.0,30,1.0102,0.1696
BPAC56T4U,2025-06-15 17:06:27.324910,139.3,19.96,70.71,2.95,14,0.9771,0.1795
BFEL6246H,2025-06-15 17:06:27.324910,27.2,12.27,10.27,0.52,30,1.0111,0.1438
BID25OWF7,2025-06-15 17:06:27.324910,57.32,10.65,2.97,2.68,45,0.9934,0.1521
B5935A0L7,2025-06-15 17:06:27.324910,46.46,12.39,10.48,2.84,30,1.0019,0.1567
B253J2D54,2025-06-15 17:06:27.324910,84.6,12.39,36.4,2.39,45,0.9837,0.165
BI3QK2IAG,2025-06-15 17:06:27.324910,94.24,14.05,11.65,1.96,14,0.9793,0.1482
BL58KXO9T,2025-06-15 17:06:27.324910,0.0,3.8,0.0,1.81,30,1.0236,0.146
B7E8G8JDP,2025-06-15 17:06:27.324910,204.05,31.47,60.08,1.2,30,1.012,0.1335
B0LVSNUJZ,2025-06-15 17:06:27.324910,155.8,23.95,15.6,2.01,45,0.9887,0.1492
BA7TZ0YNC,2025-06-15 17:06:27.324910,33.39,10.51,5.43,0.8,45,1.0401,0.1302
BXLL4ZKLO,2025-06-15 17:06:27.324910,54.7,9.13,19.17,2.27,30,0.9881,0.1229
BOKEP7Y6W,2025-06-15 17:06:27.324910,65.24,13.65,12.08,1.17,30,1.0238,0.1439
BKTAKPUXQ,2025-06-15 17:06:27.324910,93.96,20.89,22.35,2.51,30,1.0196,0.1531
BXAJI0Y6D,2025-06-16 17:06:27.324910,39.1,4.86,3.6,1.83,14,1.037,0.1773
BPBHSAHXT,2025-06-16 17:06:27.324910,54.92,9.57,14.54,1.18,30,0.989,0.1765
BHV3A3ZMF,2025-06-16 17:06:27.324910,55.64,10.96,9.88,0.89,45,0.9714,0.1751
B8MDD4V30,2025-06-16 17:06:27.324910,35.89,8.82,3.56,2.25,45,0.9674,0.1371
BT9NT3W5U,2025-06-16 17:06:27.324910,132.56,17.73,13.87,1.53,45,0.9883,0.1541
BZBIKCIDK,2025-06-16 17:06:27.324910,65.78,12.04,12.21,0.52,30,1.0107,0.1486
BWNNHJ7XV,2025-06-16 17:06:27.324910,53.3,17.19,10.72,0.92,45,1.0075,0.1415
BG0FN9XUY,2025-06-16 17:06:27.324910,45.2,7.05,15.27,2.24,14,0.9905,0.1785
B41IBLJH7,2025-06-16 17:06:27.324910,56.8,7.47,23.62,1.79,14,0.9672,0.1237
B5LXO6QJI,2025-06-16 17:06:27.324910,63.75,18.91,17.03,0.74,14,0.9851,0.1342
BUJV6OH9S,2025-06-16 17:06:27.324910,176.04,29.01,52.63,2.49,14,1.0291,0.1385
BDBDW2PCN,2025-06-16 17:06:27.324910,0.0,1.95,0.0,2.1,45,0.9856,0.1748
B9T84AZYT,2025-06-16 17:06:27.324910,42.42,12.17,6.98,0.63,30,0.9918,0.1594
BJXEPQ85J,2025-06-16 17:06:27.324910,0.0,4.21,0.0,2.23,14,1.0057,0.1744
BSG65KXVF,2025-06-16 17:06:27.324910,70.08,13.21,14.56,2.5,45,0.9983,0.1342
B1T2TALA7,2025-06-16 17:06:27.324910,57.08,8.14,31.22,2.96,30,1.0044,0.1507
B53LC58DR,2025-06-16 17:06:27.324910,67.2,20.12,28.15,1.91,14,1.0068,0.1688
BC11ERTJ5,2025-06-16 17:06:27.324910,113.16,30.56,39.51,0.95,45,1.0106,0.153
BPHT0HL9X,2025-06-16 17:06:27.324910,67.92,14.77,11.25,2.23,30,0.9915,0.16
BPSEIMVIH,2025-06-16 17:06:27.324910,36.9,15.63,12.73,0.52,45,1.0006,0.1446
BCWI64CIY,2025-06-16 17:06:27.324910,59.92,11.82,7.08,1.1,30,0.9797,0.1349
BHE7UR23G,2025-06-16 17:06:27.324910,37.78,6.6,5.36,1.95,30,1.0078,0.1757
BDPPQ0Y9D,2025-06-16 17:06:27.324910,0.0,0.99,0.0,1.24,30,0.9751,0.1373
BOM5IGQPK,2025-06-16 17:06:27.324910,59.52,12.57,21.76,2.68,45,1.0142,0.1608
BI7P5TB94,2025-06-16 17:06:27.324910,122.99,44.41,54.7,2.86,14,1.0175,0.1776
B874FRHOC,2025-06-16 17:06:27.324910,69.9,31.66,45.71,2.07,30,0.9865,0.129
BN9J2QP89,2025-06-16 17:06:27.324910,34.5,10.69,4.27,2.98,30,0.9813,0.1683
BUZFK8UT0,2025-06-16 17:06:27.324910,108.18,14.18,8.41,2.85,30,1.01,0.1614
BCVS4F8CG,2025-06-16 17:06:27.324910,68.74,18.93,42.56,1.19,14,0.9916,0.1495
BVYIE6IVW,2025-06-16 17:06:27.324910,49.2,10.84,13.51,1.53,45,0.9644,0.1308
BPVS7HZIO,2025-06-16 17:06:27.324910,168.98,26.93,101.45,2.52,45,1.0149,0.1491
BYKL1CQ99,2025-06-16 17:06:27.324910,89.28,19.59,13.47,2.56,45,1.0142,0.1241
BCHJ755NF,2025-06-16 17:06:27.324910,39.92,7.27,26.6,1.34,45,1.0055,0.1263
B4ZW9XA3K,2025-06-16 17:06:27.324910,43.08,8.56,4.93,0.89,14,0.9736,0.1662
BX7EEDTJV,2025-06-16 17:06:27.324910,21.52,4.62,5.36,1.15,14,0.9742,0.1713
BZHWJR64D,2025-06-16 17:06:27.324910,41.62,9.67,3.89,2.96,14,1.0057,0.1205
BPJA1WJ0T,2025-06-16 17:06:27.324910,53.56,13.31,4.69,1.45,45,1.021,0.1311
BPAC56T4U,2025-06-16 17:06:27.324910,65.88,18.11,6.65,1.77,14,0.9999,0.1554
BFEL6246H,2025-06-16 17:06:27.324910,49.55,11.78,2.59,2.29,30,0.9601,0.1375
BID25OWF7,2025-06-16 17:06:27.324910,46.38,11.23,11.39,1.49,45,0.9852,0.124
B5935A0L7,2025-06-16 17:06:27.324910,15.94,5.05,13.21,1.39,30,0.9931,0.1714
B253J2D54,2025-06-16 17:06:27.324910,34.43,5.66,7.78,2.21,14,1.0186,0.1604
BI3QK2IAG,2025-06-16 17:06:27.324910,12.99,3.36,7.82,2.06,45,0.9899,0.1684
BL58KXO9T,2025-06-16 17:06:27.324910,37.47,10.74,6.51,1.18,45,0.9707,0.143
B7E8G8JDP,2025-06-16 17:06:27.324910,120.66,20.45,21.69,0.83,45,1.0076,0.1667
B0LVSNUJZ,2025-06-16 17:06:27.324910,83.85,20.86,16.9,1.76,45,0.9923,0.1686
BA7TZ0YNC,2025-06-16 17:06:27.324910,0.0,2.82,0.0,2.49,30,0.9887,0.1516
BXLL4ZKLO,2025-06-16 17:06:27.324910,120.03,19.02,17.17,2.4,30,0.985,0.1775
BOKEP7Y6W,2025-06-16 17:06:27.324910,0.0,2.09,0.0,0.99,30,1.0127,0.1705
BKTAKPUXQ,2025-06-16 17:06:27.324910,46.29,6.76,4.81,1.08,45,0.9918,0.1284
BXAJI0Y6D,2025-06-17 17:06:27.324910,64.24,19.53,7.53,1.54,14,0.9869,0.1385
BPBHSAHXT,2025-06-17 17:06:27.324910,73.47,34.25,14.16,1.5,30,0.9759,0.1656
BHV3A3ZMF,2025-06-17 17:06:27.324910,55.66,19.67,8.35,2.77,14,0.9907,0.1599
B8MDD4V30,2025-06-17 17:06:27.324910,0.0,5.1,0.0,1.52,14,0.9803,0.1478
BT9NT3W5U,2025-06-17 17:06:27.324910,0.0,1.36,0.0,1.24,30,1.0007,0.1332
BZBIKCIDK,2025-06-17 17:06:27.324910,193.98,33.07,10.57,1.79,14,0.9647,0.1557
BWNNHJ7XV,2025-06-17 17:06:27.324910,0.0,2.8,0.0,2.23,14,0.99,0.1604
BG0FN9XUY,2025-06-17 17:06:27.324910,57.2,10.58,3.83,1.83,14,0.9856,0.1429
B41IBLJH7,2025-06-17 17:06:27.324910,34.52,6.92,10.64,1.64,45,1.0077,0.1339
B5LXO6QJI,2025-06-17 17:06:27.324910,40.0,5.61,9.02,1.22,30,1.0274,0.1232
BUJV6OH9S,2025-06-17 17:06:27.324910,59.85,20.11,14.23,1.33,30,1.0119,0.1736
BDBDW2PCN,2025-06-17 17:06:27.324910,35.14,6.72,4.7,2.87,14,0.9724,0.1291
B9T84AZYT,2025-06-17 17:06:27.324910,0.0,5.99,0.0,1.64,14,0.9848,0.1596
BJXEPQ85J,2025-06-17 17:06:27.324910,65.37,17.57,13.33,1.31,30,1.0167,0.1762
BSG65KXVF,2025-06-17 17:06:27.324910,86.61,17.32,2.17,1.26,14,0.9919,0.143
B1T2TALA7,2025-06-17 17:06:27.324910,18.27,5.95,3.75,2.86,45,0.9725,0.1743
B53LC58DR,2025-06-17 17:06:27.324910,30.72,8.94,19.41,1.18,30,0.9778,0.1362
BC11ERTJ5,2025-06-17 17:06:27.324910,0.0,7.82,0.0,2.1,14,0.9979,0.1721
BPHT0HL9X,2025-06-17 17:06:27.324910,45.6,11.55,2.35,2.92,45,1.0137,0.1315
BPSEIMVIH,2025-06-17 17:06:27.324910,0.0,2.08,0.0,0.77,14,1.008,0.1327
BCWI64CIY,2025-06-17 17:06:27.324910,47.33,14.71,7.33,1.06,14,0.9988,0.1617
BHE7UR23G,2025-06-17 17:06:27.324910,44.88,5.85,2.74,0.75,14,1.0471,0.1596
BDPPQ0Y9D,2025-06-17 17:06:27.324910,61.71,17.54,13.88,1.74,45,0.9947,0.1515
BOM5IGQPK,2025-06-17 17:06:27.324910,19.04,4.83,6.28,1.85,30,0.9956,0.1617
BI7P5TB94,2025-06-17 17:06:27.324910,0.0,3.61,0.0,1.42,30,1.0521,0.1429
B874FRHOC,2025-06-17 17:06:27.324910,63.4,10.14,2.59,1.08,45,0.9991,0.1258
BN9J2QP89,2025-06-17 17:06:27.324910,64.2,14.59,12.51,1.87,14,0.9725,0.1719
BUZFK8UT0,2025-06-17 17:06:27.324910,52.2,9.93,5.61,1.99,45,0.9969,0.1393
BCVS4F8CG,2025-06-17 17:06:27.324910,0.0,1.54,0.0,1.73,30,1.0289,0.1273
BVYIE6IVW,2025-06-17 17:06:27.324910,0.0,4.82,0.0,0.66,45,0.9878,0.1796
BPVS7HZIO,2025-06-17 17:06:27.324910,0.0,2.92,0.0,1.43,30,1.0261,0.1798
BYKL1CQ99,2025-06-17 17:06:27.324910,22.1,3.82,6.05,1.7,30,1.0321,0.1669
BCHJ755NF,2025-06-17 17:06:27.324910,22.95,5.9,4.08,0.74,45,0.9912,0.1361
B4ZW9XA3K,2025-06-17 17:06:27.324910,65.3,8.45,4.7,1.42,14,0.9708,0.1689
BX7EEDTJV,2025-06-17 17:06:27.324910,34.31,9.1,3.39,1.88,45,1.0044,0.1569
BZHWJR64D,2025-06-17 17:06:27.324910,137.8,26.69,24.75,2.77,14,1.01,0.1291
BPJA1WJ0T,2025-06-17 17:06:27.324910,0.0,6.53,0.0,2.1,30,0.992,0.1311
BPAC56T4U,2025-06-17 17:06:27.324910,0.0,3.23,0.0,0.89,14,0.9849,0.1203
BFEL6246H,2025-06-17 17:06:27.324910,54.19,14.66,4.1,2.49,30,1.0077,0.1601
BID25OWF7,2025-06-17 17:06:27.324910,27.55,6.87,3.38,0.72,45,0.9815,0.1468
B5935A0L7,2025-06-17 17:06:27.324910,88.71,23.17,6.22,1.6,45,0.9875,0.1545
B253J2D54,2025-06-17 17:06:27.324910,102.72,30.74,83.14,2.82,14,0.987,0.155
BI3QK2IAG,2025-06-17 17:06:27.324910,0.0,2.88,0.0,1.55,45,1.0302,0.1607
BL58KXO9T,2025-06-17 17:06:27.324910,12.55,5.14,3.73,1.34,14,0.9923,0.1268
B7E8G8JDP,2025-06-17 17:06:27.324910,96.4,23.3,23.06,1.38,14,0.9871,0.1625
B0LVSNUJZ,2025-06-17 17:06:27.324910,0.0,5.55,0.0,1.99,14,0.9898,0.1727
BA7TZ0YNC,2025-06-17 17:06:27.324910,36.55,9.88,5.51,2.8,14,1.0128,0.1677
BXLL4ZKLO,2025-06-17 17:06:27.324910,49.8,13.81,6.17,1.55,45,1.0037,0.1423
BOKEP7Y6W,2025-06-17 17:06:27.324910,80.58,13.26,7.01,0.93,45,1.0338,0.1783
BKTAKPUXQ,2025-06-17 17:06:27.324910,0.0,5.91,0.0,2.23,14,1.0207,0.1507
BXAJI0Y6D,2025-06-18 17:06:27.324910,27.25,4.53,6.93,1.47,30,1.0295,0.1631
BPBHSAHXT,2025-06-18 17:06:27.324910,73.85,16.53,29.01,2.26,30,0.9743,0.1532
BHV3A3ZMF,2025-06-18 17:06:27.324910,94.72,18.71,35.01,2.89,14,1.0198,0.1571
B8MDD4V30,2025-06-18 17:06:27.324910,52.74,7.17,6.93,2.82,30,0.9898,0.1505
BT9NT3W5U,2025-06-18 17:06:27.324910,16.22,4.54,9.33,2.72,30,0.9752,0.1387
BZBIKCIDK,2025-06-18 17:06:27.324910,20.59,4.29,2.09,1.03,14,1.0048,0.1638
BWNNHJ7XV,2025-06-18 17:06:27.324910,39.75,6.87,8.07,1.71,14,1.0003,0.168
BG0FN9XUY,2025-06-18 17:06:27.324910,0.0,5.76,0.0,1.64,45,0.9809,0.1483
B41IBLJH7,2025-06-18 17:06:27.324910,108.52,25.95,16.84,2.22,30,1.0357,0.1557
B5LXO6QJI,2025-06-18 17:06:27.324910,46.98,10.49,4.4,2.72,30,0.9841,0.1429
BUJV6OH9S,2025-06-18 17:06:27.324910,27.08,5.12,4.14,2.59,30,1.0081,0.1786
BDBDW2PCN,2025-06-18 17:06:27.324910,0.0,2.04,0.0,0.53,30,0.9882,0.1708
B9T84AZYT,2025-06-18 17:06:27.324910,199.36,26.68,29.8,1.97,14,0.9926,0.1466
BJXEPQ85J,2025-06-18 17:06:27.324910,0.0,3.53,0.0,2.41,30,1.0058,0.1364
BSG65KXVF,2025-06-18 17:06:27.324910,50.42,10.49,10.6,1.89,14,0.996,0.1326
B1T2TALA7,2025-06-18 17:06:27.324910,40.72,15.41,7.15,2.46,45,1.0179,0.1533
B53LC58DR,2025-06-18 17:06:27.324910,54.76,8.99,6.52,2.02,45,1.005,0.166
BC11ERTJ5,2025-06-18 17:06:27.324910,53.34,9.96,5.67,1.0,30,1.0023,0.1306
BPHT0HL9X,2025-06-18 17:06:27.324910,42.55,8.71,33.41,0.6,30,0.9938,0.1522
BPSEIMVIH,2025-06-18 17:06:27.324910,111.45,31.31,16.38,0.99,45,1.0238,0.1497
BCWI64CIY,2025-06-18 17:06:27.324910,62.26,20.6,11.06,0.55,30,1.0216,0.1424
BHE7UR23G,2025-06-18 17:06:27.324910,76.0,14.36,5.11,0.51,14,1.0337,0.1229
BDPPQ0Y9D,2025-06-18 17:06:27.324910,0.0,1.15,0.0,2.79,14,1.0003,0.1301
BOM5IGQPK,2025-06-18 17:06:27.324910,64.07,14.18,5.09,0.7,45,0.9912,0.1516
BI7P5TB94,2025-06-18 17:06:27.324910,39.22,13.81,2.07,1.86,30,1.0091,0.1251
B874FRHOC,2025-06-18 17:06:27.324910,24.81,5.98,2.8,2.06,14,0.9831,0.18
BN9J2QP89,2025-06-18 17:06:27.324910,0.0,4.31,0.0,1.91,14,0.9989,0.148
BUZFK8UT0,2025-06-18 17:06:27.324910,65.94,14.38,42.37,2.75,45,0.9841,0.1704
BCVS4F8CG,2025-06-18 17:06:27.324910,0.0,1.87,0.0,0.61,14,1.0296,0.1315
BVYIE6IVW,2025-06-18 17:06:27.324910,53.12,9.93,4.02,1.21,45,1.0279,0.1475
BPVS7HZIO,2025-06-18 17:06:27.324910,34.3,6.92,4.68,1.01,30,0.9965,0.1732
BYKL1CQ99,2025-06-18 17:06:27.324910,81.12,18.24,6.32,0.86,45,0.9643,0.1238
BCHJ755NF,2025-06-18 17:06:27.324910,11.9,2.49,4.06,0.94,30,1.0259,0.1695
B4ZW9XA3K,2025-06-18 17:06:27.324910,50.84,7.67,3.96,2.36,14,0.9969,0.1449
BX7EEDTJV,2025-06-18 17:06:27.324910,117.92,37.11,18.68,1.11,14,0.9992,0.1445
BZHWJR64D,2025-06-18 17:06:27.324910,81.36,24.73,21.33,1.96,30,0.9889,0.1674
BPJA1WJ0T,2025-06-18 17:06:27.324910,32.07,6.7,5.39,2.82,45,1.0399,0.1431
BPAC56T4U,2025-06-18 17:06:27.324910,0.0,1.69,0.0,2.32,30,0.9813,0.1669
BFEL6246H,2025-06-18 17:06:27.324910,21.62,6.18,5.0,1.22,45,1.0043,0.1272
BID25OWF7,2025-06-18 17:06:27.324910,0.0,2.46,0.0,2.56,14,1.0028,0.1453
B5935A0L7,2025-06-18 17:06:27.324910,115.08,19.84,22.72,1.8,45,0.9961,0.1284
B253J2D54,2025-06-18 17:06:27.324910,28.69,7.56,4.24,1.22,45,0.9941,0.1331
BI3QK2IAG,2025-06-18 17:06:27.324910,46.79,8.64,5.12,1.98,14,1.0212,0.1287
BL58KXO9T,2025-06-18 17:06:27.324910,22.8,3.01,2.14,2.23,14,1.0237,0.1589
B7E8G8JDP,2025-06-18 17:06:27.324910,34.53,8.18,17.25,2.22,30,1.0103,0.156
B0LVSNUJZ,2025-06-18 17:06:27.324910,33.76,8.11,6.6,1.12,14,1.0153,0.1608
BA7TZ0YNC,2025-06-18 17:06:27.324910,22.85,5.0,5.06,2.08,30,1.0116,0.1684
BXLL4ZKLO,2025-06-18 17:06:27.324910,57.3,12.45,7.26,2.7,30,1.0181,0.1358
BOKEP7Y6W,2025-06-18 17:06:27.324910,36.28,13.59,4.2,2.84,45,1.0029,0.1683
BKTAKPUXQ,2025-06-18 17:06:27.324910,51.56,10.56,31.12,0.74,14,0.9976,0.1375
BXAJI0Y6D,2025-06-19 17:06:27.324910,0.0,2.48,0.0,0.91,45,1.0104,0.1647
BPBHSAHXT,2025-06-19 17:06:27.324910,59.22,16.56,17.38,1.95,14,1.0092,0.1351
BHV3A3ZMF,2025-06-19 17:06:27.324910,99.2,17.42,27.64,0.73,30,1.0009,0.1703
B8MDD4V30,2025-06-19 17:06:27.324910,42.38,13.69,13.15,2.94,30,0.9977,0.1579
BT9NT3W5U,2025-06-19 17:06:27.324910,44.98,10.31,7.96,2.07,45,1.0108,0.1646
BZBIKCIDK,2025-06-19 17:06:27.324910,71.52,13.72,27.59,2.87,45,0.9811,0.169
BWNNHJ7XV,2025-06-19 17:06:27.324910,25.64,5.19,3.83,2.15,30,1.0157,0.1539
BG0FN9XUY,2025-06-19 17:06:27.324910,0.0,1.71,0.0,1.75,14,0.9778,0.1541
B41IBLJH7,2025-06-19 17:06:27.324910,122.78,30.01,12.99,0.65,45,0.9892,0.1324
B5LXO6QJI,2025-06-19 17:06:27.324910,128.91,19.28,13.32,0.54,45,0.9867,0.1241
BUJV6OH9S,2025-06-19 17:06:27.324910,57.73,13.36,5.6,2.69,45,1.0292,0.1547
BDBDW2PCN,2025-06-19 17:06:27.324910,29.16,8.86,7.43,2.6,14,0.9874,0.159
B9T84AZYT,2025-06-19 17:06:27.324910,0.0,2.08,0.0,2.7,45,1.0103,0.1647
BJXEPQ85J,2025-06-19 17:06:27.324910,45.9,13.92,5.68,1.35,30,1.0302,0.1716
BSG65KXVF,2025-06-19 17:06:27.324910,46.19,11.06,3.2,0.72,14,1.0021,0.136
B1T2TALA7,2025-06-19 17:06:27.324910,91.92,19.19,21.09,0.64,30,0.9817,0.1674
B53LC58DR,2025-06-19 17:06:27.324910,33.47,9.09,4.71,2.68,30,0.9805,0.1438
BC11ERTJ5,2025-06-19 17:06:27.324910,22.46,5.57,4.24,0.51,14,1.0156,0.1526
BPHT0HL9X,2025-06-19 17:06:27.324910,0.0,3.75,0.0,1.96,14,1.0037,0.1604
BPSEIMVIH,2025-06-19 17:06:27.324910,97.34,22.82,9.62,2.98,30,0.9915,0.1753
BCWI64CIY,2025-06-19 17:06:27.324910,128.13,25.48,11.68,1.72,30,0.9753,0.1681
BHE7UR23G,2025-06-19 17:06:27.324910,67.54,10.09,5.39,1.95,45,0.9979,0.1338
BDPPQ0Y9D,2025-06-19 17:06:27.324910,77.02,20.89,15.98,0.89,30,1.0124,0.1435
BOM5IGQPK,2025-06-19 17:06:27.324910,47.83,7.98,5.09,2.4,45,0.9547,0.1598
BI7P5TB94,2025-06-19 17:06:27.324910,76.23,11.09,11.37,0.71,45,0.9876,0.1414
B874FRHOC,2025-06-19 17:06:27.324910,30.31,8.14,4.21,2.23,30,0.9463,0.1273
BN9J2QP89,2025-06-19 17:06:27.324910,45.71,14.15,6.19,1.02,30,1.0202,0.1541
BUZFK8UT0,2025-06-19 17:06:27.324910,0.0,6.37,0.0,0.57,30,1.0003,0.1501
BCVS4F8CG,2025-06-19 17:06:27.324910,39.8,12.54,14.49,0.67,14,0.9812,0.1552
BVYIE6IVW,2025-06-19 17:06:27.324910,59.91,11.35,18.14,1.77,14,0.9996,0.1463
BPVS7HZIO,2025-06-19 17:06:27.324910,90.92,14.69,4.79,2.22,14,1.0086,0.1394
BYKL1CQ99,2025-06-19 17:06:27.324910,72.69,23.8,23.65,1.63,30,0.9912,0.1663
BCHJ755NF,2025-06-19 17:06:27.324910,50.1,20.78,6.6,1.85,30,0.9884,0.138
B4ZW9XA3K,2025-06-19 17:06:27.324910,51.59,16.71,51.9,0.63,14,0.9617,0.1329
BX7EEDTJV,2025-06-19 17:06:27.324910,0.0,2.32,0.0,1.42,14,0.9858,0.1364
BZHWJR64D,2025-06-19 17:06:27.324910,0.0,1.09,0.0,1.54,45,0.9891,0.1468
BPJA1WJ0T,2025-06-19 17:06:27.324910,15.81,4.34,7.73,0.83,30,0.9744,0.1346
BPAC56T4U,2025-06-19 17:06:27.324910,0.0,5.22,0.0,1.13,14,0.9821,0.1237
BFEL6246H,2025-06-19 17:06:27.324910,31.38,9.48,15.73,2.86,14,0.9824,0.1545
BID25OWF7,2025-06-19 17:06:27.324910,125.58,27.36,15.98,1.83,45,1.0122,0.1384
B5935A0L7,2025-06-19 17:06:27.324910,84.2,19.42,26.27,1.7,45,1.0013,0.1608
B253J2D54,2025-06-19 17:06:27.324910,20.72,6.65,4.43,1.01,14,1.0166,0.1249
BI3QK2IAG,2025-06-19 17:06:27.324910,62.8,18.56,2.61,0.71,30,0.9919,0.1658
BL58KXO9T,2025-06-19 17:06:27.324910,48.36,9.69,13.3,1.53,30,1.0018,0.1647
B7E8G8JDP,2025-06-19 17:06:27.324910,64.16,26.95,10.56,2.92,45,1.0062,0.1227
B0LVSNUJZ,2025-06-19 17:06:27.324910,182.32,68.02,42.89,1.36,30,0.9973,0.1246
BA7TZ0YNC,2025-06-19 17:06:27.324910,59.92,19.0,48.43,2.31,14,0.9893,0.1715
BXLL4ZKLO,2025-06-19 17:06:27.324910,0.0,2.28,0.0,2.49,30,1.0068,0.18
BOKEP7Y6W,2025-06-19 17:06:27.324910,66.23,12.11,3.74,1.24,14,1.0017,0.1437
BKTAKPUXQ,2025-06-19 17:06:27.324910,0.0,3.92,0.0,2.59,14,1.0371,0.1779
BXAJI0Y6D,2025-06-20 17:06:27.324910,24.36,6.35,7.41,2.5,45,0.9999,0.1213
BPBHSAHXT,2025-06-20 17:06:27.324910,0.0,4.37,0.0,2.53,14,1.0008,0.1416
BHV3A3ZMF,2025-06-20 17:06:27.324910,0.0,1.58,0.0,2.09,45,1.0014,0.1349
B8MDD4V30,2025-06-20 17:06:27.324910,46.18,10.22,3.09,1.02,30,0.9867,0.1296
BT9NT3W5U,2025-06-20 17:06:27.324910,104.76,16.33,47.07,0.61,14,0.9873,0.1573
BZBIKCIDK,2025-06-20 17:06:27.324910,59.28,15.99,9.07,2.74,45,0.9935,0.1659
BWNNHJ7XV,2025-06-20 17:06:27.324910,0.0,0.84,0.0,1.05,45,0.9967,0.1718
BG0FN9XUY,2025-06-20 17:06:27.324910,43.91,8.31,4.08,1.2,30,1.0054,0.1671
B41IBLJH7,2025-06-20 17:06:27.324910,57.01,11.85,7.06,2.03,14,0.9733,0.1747
B5LXO6QJI,2025-06-20 17:06:27.324910,42.1,15.31,14.11,2.4,14,0.9725,0.1322
BUJV6OH9S,2025-06-20 17:06:27.324910,22.55,5.16,2.5,2.59,14,1.0168,0.1301
BDBDW2PCN,2025-06-20 17:06:27.324910,86.08,39.42,117.17,0.9,45,1.0024,0.1658
B9T84AZYT,2025-06-20 17:06:27.324910,0.0,3.33,0.0,2.8,45,0.99,0.1771
BJXEPQ85J,2025-06-20 17:06:27.324910,63.38,12.32,5.29,2.17,14,1.0088,0.1452
BSG65KXVF,2025-06-20 17:06:27.324910,63.0,9.92,19.67,1.73,30,0.9628,0.1555
B1T2TALA7,2025-06-20 17:06:27.324910,73.29,18.91,24.47,2.8,45,1.0203,0.1506
B53LC58DR,2025-06-20 17:06:27.324910,64.48,14.01,12.36,2.85,45,0.9603,0.1598
BC11ERTJ5,2025-06-20 17:06:27.324910,58.9,17.99,6.17,1.84,14,1.0105,0.1333
BPHT0HL9X,2025-06-20 17:06:27.324910,0.0,4.19,0.0,2.51,30,0.9869,0.1478
BPSEIMVIH,2025-06-20 17:06:27.324910,32.99,6.57,4.95,2.33,30,0.9816,0.1498
BCWI64CIY,2025-06-20 17:06:27.324910,56.97,20.43,59.96,2.83,30,1.0042,0.1387
BHE7UR23G,2025-06-20 17:06:27.324910,76.87,13.84,3.72,2.64,14,1.0042,0.1431
BDPPQ0Y9D,2025-06-20 17:06:27.324910,39.24,8.02,7.66,0.82,30,1.0025,0.1248
BOM5IGQPK,2025-06-20 17:06:27.324910,134.1,24.69,17.5,2.44,45,0.9873,0.157
BI7P5TB94,2025-06-20 17:06:27.324910,34.31,15.03,4.78,1.48,30,0.98,0.14
B874FRHOC,2025-06-20 17:06:27.324910,29.96,7.15,29.88,2.93,14,0.9892,0.1741
BN9J2QP89,2025-06-20 17:06:27.324910,40.65,9.04,2.85,2.57,14,0.9858,0.1395
BUZFK8UT0,2025-06-20 17:06:27.324910,160.65,29.74,52.66,0.66,45,0.9999,0.1742
BCVS4F8CG,2025-06-20 17:06:27.324910,123.55,16.03,29.97,0.6,14,1.0174,0.1726
BVYIE6IVW,2025-06-20 17:06:27.324910,188.0,42.37,16.45,1.01,14,1.0042,0.1283
BPVS7HZIO,2025-06-20 17:06:27.324910,44.2,15.33,12.88,1.67,30,1.0228,0.1437
BYKL1CQ99,2025-06-20 17:06:27.324910,26.22,5.93,4.4,0.76,14,0.9863,0.1527
BCHJ755NF,2025-06-20 17:06:27.324910,66.8,8.54,14.4,2.61,30,1.0139,0.1252
B4ZW9XA3K,2025-06-20 17:06:27.324910,50.48,6.95,3.62,1.92,30,1.0199,0.1388
BX7EEDTJV,2025-06-20 17:06:27.324910,49.83,11.2,3.8,2.93,45,1.0294,0.1456
BZHWJR64D,2025-06-20 17:06:27.324910,36.49,8.62,2.72,1.62,30,0.984,0.1693
